# Determined from WSA steel production, consumption, imports, and exports data; only includes trade between countries in different GCAM regions
GCAM_region,year,metric,value
Africa_Western,1980,consumption_reval,3.7993539692415905
South America_Southern,1980,consumption_reval,1.7221964358857766
Brazil,1980,consumption_reval,14.478777758279922
EU-12,1980,consumption_reval,52.393876294337275
Canada,1980,consumption_reval,13.779623786128504
China,1980,consumption_reval,43.21950884084301
Colombia,1980,consumption_reval,0.8665906824047038
Central America and Caribbean,1980,consumption_reval,1.411418977422522
Africa_Eastern,1980,consumption_reval,0.17560240435299077
European Free Trade Association,1980,consumption_reval,3.7836217240074426
India,1980,consumption_reval,11.237608715052135
Indonesia,1980,consumption_reval,2.5237941163633115
Japan,1980,consumption_reval,82.83853778372908
Southeast Asia,1980,consumption_reval,17.542632195544314
Mexico,1980,consumption_reval,9.550360367681087
Pakistan,1980,consumption_reval,0.6380220691491998
Russia,1980,consumption_reval,84.35669797883929
South Africa,1980,consumption_reval,7.49497054522095
South Korea,1980,consumption_reval,6.045274927873856
Taiwan,1980,consumption_reval,5.04302168159218
USA,1980,consumption_reval,111.12365722626457
South America_Northern,1980,consumption_reval,2.6305478311133252
Europe_Non_EU,1981,consumption_reval,6.974533034628877
Africa_Northern,1981,consumption_reval,6.0294873675801455
Africa_Southern,1981,consumption_reval,0.46499049008370663
Argentina,1981,consumption_reval,2.58198712792192
Central Asia,1981,consumption_reval,10.647993602167345
Australia_NZ,1981,consumption_reval,7.053408426244313
EU-15,1981,consumption_reval,129.50803271161124
Middle East,1981,consumption_reval,11.140979076794828
South Asia,1981,consumption_reval,0.41890703344795244
Europe_Eastern,1981,consumption_reval,54.04823446215831
Africa_Western,1981,consumption_reval,3.8999012885971305
South America_Southern,1981,consumption_reval,1.837397686777118
Brazil,1981,consumption_reval,12.264355958459241
EU-12,1981,consumption_reval,48.699143454551766
Canada,1981,consumption_reval,14.215652724809836
China,1981,consumption_reval,39.9660019589455
Colombia,1981,consumption_reval,0.8530598450904796
Central America and Caribbean,1981,consumption_reval,1.3694431037476988
Africa_Eastern,1981,consumption_reval,0.13058239033031155
European Free Trade Association,1981,consumption_reval,3.4515333611197936
India,1981,consumption_reval,13.441939001771388
Indonesia,1981,consumption_reval,2.6735437740960717
Japan,1981,consumption_reval,74.760278649578
Southeast Asia,1981,consumption_reval,17.455743135007467
Mexico,1981,consumption_reval,10.640223146122052
Pakistan,1981,consumption_reval,0.5550825535757702
Russia,1981,consumption_reval,84.74008664513215
South Africa,1981,consumption_reval,7.534270945781668
South Korea,1981,consumption_reval,8.1822860268834
Taiwan,1981,consumption_reval,4.205664367337015
USA,1981,consumption_reval,124.48543889409885
South America_Northern,1981,consumption_reval,2.4878177555486087
Europe_Non_EU,1982,consumption_reval,7.238507298166143
Africa_Northern,1982,consumption_reval,5.72654018993353
Africa_Southern,1982,consumption_reval,0.34830061547014485
Argentina,1982,consumption_reval,2.7406123125438713
Central Asia,1982,consumption_reval,10.709258514527164
Australia_NZ,1982,consumption_reval,6.079569920015574
EU-15,1982,consumption_reval,122.186216842429
Middle East,1982,consumption_reval,14.039740180510602
South Asia,1982,consumption_reval,0.1941128113798889
Europe_Eastern,1982,consumption_reval,53.524943885895375
Africa_Western,1982,consumption_reval,3.320220342814286
South America_Southern,1982,consumption_reval,1.1718766473166942
Brazil,1982,consumption_reval,11.009684373696173
EU-12,1982,consumption_reval,47.48830049255407
Canada,1982,consumption_reval,9.818189737976287
China,1982,consumption_reval,41.54366144294425
Colombia,1982,consumption_reval,0.95783207218752
Central America and Caribbean,1982,consumption_reval,0.99652688285859925
Africa_Eastern,1982,consumption_reval,0.0923192024905674
European Free Trade Association,1982,consumption_reval,3.1287743157821826
India,1982,consumption_reval,13.330146347775955
Indonesia,1982,consumption_reval,2.564984636122961
Japan,1982,consumption_reval,72.82095789905703
Southeast Asia,1982,consumption_reval,19.40269356716689
Mexico,1982,consumption_reval,7.92127288073217
Pakistan,1982,consumption_reval,1.0764362346858745
Russia,1982,consumption_reval,84.08226431618525
South Africa,1982,consumption_reval,6.4548930517362395
South Korea,1982,consumption_reval,7.566223980299312
Taiwan,1982,consumption_reval,3.8866543520288115
USA,1982,consumption_reval,80.0962589133237
South America_Northern,1982,consumption_reval,2.8200257393939054
Europe_Non_EU,1983,consumption_reval,7.6744491608523635
Africa_Northern,1983,consumption_reval,6.290263941398713
Africa_Southern,1983,consumption_reval,0.4412665985108535
Argentina,1983,consumption_reval,2.9071597546390726
Central Asia,1983,consumption_reval,11.059021449789673
Australia_NZ,1983,consumption_reval,5.0868886617028455
EU-15,1983,consumption_reval,118.35194503008971
Middle East,1983,consumption_reval,16.163057945294774
South Asia,1983,consumption_reval,0.19784364993633993
Europe_Eastern,1983,consumption_reval,56.10875090177843
Africa_Western,1983,consumption_reval,1.7350523658423105
South America_Southern,1983,consumption_reval,1.0446136192662239
Brazil,1983,consumption_reval,9.620724412638399
EU-12,1983,consumption_reval,47.69816165946507
Canada,1983,consumption_reval,11.123456179352603
China,1983,consumption_reval,50.75993857297131
Colombia,1983,consumption_reval,0.8710017022877061
Central America and Caribbean,1983,consumption_reval,1.1023656108946116
Africa_Eastern,1983,consumption_reval,0.15855512422359672
European Free Trade Association,1983,consumption_reval,2.928599658577884
India,1983,consumption_reval,11.912774531268022
Indonesia,1983,consumption_reval,2.544915695767853
Japan,1983,consumption_reval,69.00633081285434
Southeast Asia,1983,consumption_reval,21.37348143879427
Mexico,1983,consumption_reval,6.396485393117534
Pakistan,1983,consumption_reval,1.2180680963311201
Russia,1983,consumption_reval,88.31999175861253
South Africa,1983,consumption_reval,5.617281784074682
South Korea,1983,consumption_reval,8.589305261242972
Taiwan,1983,consumption_reval,4.260636158905859
USA,1983,consumption_reval,90.54653094498616
South America_Northern,1983,consumption_reval,1.7690821245322235
Europe_Non_EU,1984,consumption_reval,8.377788473222811
Africa_Northern,1984,consumption_reval,6.197945094051855
Africa_Southern,1984,consumption_reval,0.23356995300507147
Argentina,1984,consumption_reval,2.98634212059965
Central Asia,1984,consumption_reval,11.197267647897627
Australia_NZ,1984,consumption_reval,6.219015016057634
EU-15,1984,consumption_reval,124.06692270016244
Middle East,1984,consumption_reval,14.974118355301497
South Asia,1984,consumption_reval,0.3088262551613823
Europe_Eastern,1984,consumption_reval,56.72496928590028
Africa_Western,1984,consumption_reval,1.5048850298213203
South America_Southern,1984,consumption_reval,1.4423928106439174
Brazil,1984,consumption_reval,12.022107902339826
EU-12,1984,consumption_reval,48.364878842362394
Canada,1984,consumption_reval,13.337358699021664
China,1984,consumption_reval,57.865534403015616
Colombia,1984,consumption_reval,1.0281499621808623
Central America and Caribbean,1984,consumption_reval,1.2669137723659902
Africa_Eastern,1984,consumption_reval,0.1678279539226506
European Free Trade Association,1984,consumption_reval,3.344270772626384
India,1984,consumption_reval,11.93489508599204
Indonesia,1984,consumption_reval,1.8364770667228787
Japan,1984,consumption_reval,77.58574444182672
Southeast Asia,1984,consumption_reval,20.339211105186802
Mexico,1984,consumption_reval,7.275996466080573
Pakistan,1984,consumption_reval,1.0537536176175184
Russia,1984,consumption_reval,89.297538420524
South Africa,1984,consumption_reval,6.262492355574293
South Korea,1984,consumption_reval,10.065574367304427
Taiwan,1984,consumption_reval,4.769045184569792
USA,1984,consumption_reval,105.89208233412279
South America_Northern,1984,consumption_reval,2.17510450481729
Europe_Non_EU,1985,consumption_reval,8.5627248440035455
Africa_Northern,1985,consumption_reval,7.499606096741536
Africa_Southern,1985,consumption_reval,0.563215442802005
Argentina,1985,consumption_reval,2.296528293253853
Central Asia,1985,consumption_reval,11.354693035025061
Australia_NZ,1985,consumption_reval,5.986802180645764
EU-15,1985,consumption_reval,123.61466505045954
Middle East,1985,consumption_reval,14.504124109227188
South Asia,1985,consumption_reval,0.44236671115234893
Europe_Eastern,1985,consumption_reval,56.122020349254974
Africa_Western,1985,consumption_reval,2.500494781808324
South America_Southern,1985,consumption_reval,1.6167233073196206
Brazil,1985,consumption_reval,13.44911688917981
EU-12,1985,consumption_reval,47.99147173972911
Canada,1985,consumption_reval,13.437731998084999
China,1985,consumption_reval,67.90525723061803
Colombia,1985,consumption_reval,1.1336910213277076
Central America and Caribbean,1985,consumption_reval,1.399139096516984
Africa_Eastern,1985,consumption_reval,0.21824982197253773
European Free Trade Association,1985,consumption_reval,3.4656648195787874
India,1985,consumption_reval,14.089482176112462
Indonesia,1985,consumption_reval,2.1950669002588654
Japan,1985,consumption_reval,76.65832675773521
Southeast Asia,1985,consumption_reval,20.13463750484048
Mexico,1985,consumption_reval,7.508779261198741
Pakistan,1985,consumption_reval,1.525888128572095
Russia,1985,consumption_reval,88.2267807184014
South Africa,1985,consumption_reval,5.733143246543886
South Korea,1985,consumption_reval,10.52401619922807
Taiwan,1985,consumption_reval,4.863651346157922
USA,1985,consumption_reval,100.83876790042412
South America_Northern,1985,consumption_reval,1.9451730418250146
Europe_Non_EU,1986,consumption_reval,8.934513158195294
Africa_Northern,1986,consumption_reval,9.109639561469105
Africa_Southern,1986,consumption_reval,0.48863370830187935
Argentina,1986,consumption_reval,2.6128663374259276
Central Asia,1986,consumption_reval,11.543465349703713
Australia_NZ,1986,consumption_reval,6.206772206598479
EU-15,1986,consumption_reval,121.51004005097889
Middle East,1986,consumption_reval,8.375267782426217
South Asia,1986,consumption_reval,0.3934311223906282
Europe_Eastern,1986,consumption_reval,58.014599012277785
Africa_Western,1986,consumption_reval,2.37454106363014
South America_Southern,1986,consumption_reval,1.6129000683805188
Brazil,1986,consumption_reval,15.657841781557897
EU-12,1986,consumption_reval,49.89260412236715
Canada,1986,consumption_reval,12.411592221688537
China,1986,consumption_reval,71.24133752886392
Colombia,1986,consumption_reval,1.1110177652787825
Central America and Caribbean,1986,consumption_reval,1.3519966504331835
Africa_Eastern,1986,consumption_reval,0.14969305164961952
European Free Trade Association,1986,consumption_reval,3.6973064796393693
India,1986,consumption_reval,14.61997627866544
Indonesia,1986,consumption_reval,1.8343226673068271
Japan,1986,consumption_reval,72.86923076571296
Southeast Asia,1986,consumption_reval,19.429515753251316
Mexico,1986,consumption_reval,6.659839735235561
Pakistan,1986,consumption_reval,1.598567574364891
Russia,1986,consumption_reval,90.85158561401052
South Africa,1986,consumption_reval,5.821813784667436
South Korea,1986,consumption_reval,11.598047248324955
Taiwan,1986,consumption_reval,6.468148169741653
USA,1986,consumption_reval,91.52238041017736
South America_Northern,1986,consumption_reval,2.726512975284063
Europe_Non_EU,1987,consumption_reval,9.458329631316941
Africa_Northern,1987,consumption_reval,7.4901425703259426
Africa_Southern,1987,consumption_reval,0.40988530334302486
Argentina,1987,consumption_reval,3.3093411410080527
Central Asia,1987,consumption_reval,11.61710879873123
Australia_NZ,1987,consumption_reval,6.163215233399644
EU-15,1987,consumption_reval,123.15508748127586
Middle East,1987,consumption_reval,7.438692407506837
South Asia,1987,consumption_reval,0.3767783681139654
Europe_Eastern,1987,consumption_reval,58.5715813834532
Africa_Western,1987,consumption_reval,2.6188983777966293
South America_Southern,1987,consumption_reval,1.7864806967312505
Brazil,1987,consumption_reval,16.20754638765738
EU-12,1987,consumption_reval,50.935713243388356
Canada,1987,consumption_reval,13.314600856393199
China,1987,consumption_reval,69.52662569675988
Colombia,1987,consumption_reval,1.2115506995617742
Central America and Caribbean,1987,consumption_reval,1.2592273067319573
Africa_Eastern,1987,consumption_reval,0.23179992763595322
European Free Trade Association,1987,consumption_reval,3.357186051190152
India,1987,consumption_reval,15.073271788717458
Indonesia,1987,consumption_reval,1.75873524906999
Japan,1987,consumption_reval,78.27270448083915
Southeast Asia,1987,consumption_reval,20.542038276640525
Mexico,1987,consumption_reval,6.5956921300260145
Pakistan,1987,consumption_reval,1.5994825714722927
Russia,1987,consumption_reval,91.71723707040245
South Africa,1987,consumption_reval,6.468901688579735
South Korea,1987,consumption_reval,14.499756585512156
Taiwan,1987,consumption_reval,8.342953208352684
USA,1987,consumption_reval,98.50388986278983
South America_Northern,1987,consumption_reval,3.330545525276497
Europe_Non_EU,1988,consumption_reval,9.346553935829554
Africa_Northern,1988,consumption_reval,8.228458524541928
Africa_Southern,1988,consumption_reval,0.40484174023879305
Argentina,1988,consumption_reval,3.037214986041323
Central Asia,1988,consumption_reval,11.75193243722542
Australia_NZ,1988,consumption_reval,6.906468169128476
EU-15,1988,consumption_reval,138.72613863729458
Middle East,1988,consumption_reval,7.892345775927929
South Asia,1988,consumption_reval,0.4148366472993491
Europe_Eastern,1988,consumption_reval,58.953952808983196
Africa_Western,1988,consumption_reval,0.41741008828655163
South America_Southern,1988,consumption_reval,1.9657687080433237
Brazil,1988,consumption_reval,13.851440483269322
EU-12,1988,consumption_reval,50.55453378005633
Canada,1988,consumption_reval,15.541871321952094
China,1988,consumption_reval,69.85708619867017
Colombia,1988,consumption_reval,1.2031492657902332
Central America and Caribbean,1988,consumption_reval,1.350744107789232
Africa_Eastern,1988,consumption_reval,0.18341008828655161
European Free Trade Association,1988,consumption_reval,3.5856765450146533
India,1988,consumption_reval,16.068557836861082
Indonesia,1988,consumption_reval,1.4458227230428253
Japan,1988,consumption_reval,89.26572514392392
Southeast Asia,1988,consumption_reval,21.74640342213883
Mexico,1988,consumption_reval,7.102160643577035
Pakistan,1988,consumption_reval,1.7916454460856504
Russia,1988,consumption_reval,92.3692532364178
South Africa,1988,consumption_reval,6.378340467003931
South Korea,1988,consumption_reval,15.787182229042983
Taiwan,1988,consumption_reval,11.882950803805814
USA,1988,consumption_reval,107.7445403342189
South America_Northern,1988,consumption_reval,3.1895834642121965
Europe_Non_EU,1989,consumption_reval,10.870650384576678
Africa_Northern,1989,consumption_reval,7.3092519670526865
Africa_Southern,1989,consumption_reval,0.5234061281431517
Argentina,1989,consumption_reval,2.0367754551203663
Central Asia,1989,consumption_reval,11.56534370709975
